,ala_exch,gly_exch,arg_exch,asn_exch,asp_exch,cys_exch,glu_exch,gln_exch,his_exch,ile_exch,leu_exch,lys_exch,met_exch,phe_exch,ser_exch,thr_exch,trp_exch,tyr_exch,val_exch,pro_exch,aerobic
312,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
313,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
314,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
315,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
316,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
317,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
318,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
319,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
320,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
321,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
322,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
323,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
324,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
325,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
326,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
327,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
328,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
329,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
330,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
331,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
332,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
333,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
334,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
335,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
336,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
337,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
338,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
339,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
340,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
341,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
342,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
343,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
344,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
345,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
346,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
347,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
348,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
349,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
350,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
352,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
353,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
354,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
355,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
356,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
357,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
358,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
359,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
360,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
361,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
362,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
363,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
364,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
365,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
368,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
369,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
380,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
381,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
390,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
391,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
398,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
399,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
404,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
405,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
408,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
409,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
